,Common name / Scientific,Length,Recordist,Date,Time,Country,Location,Elev. (m),Type,Remarks,Actions,Cat.nr.,copyright,filename,download url
272,Northern Parula (Setophaga americana),1:58,Daniel Parker,2014-05-10,11:45,United States,"Yard, Croton, New York",?,song,"bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC177847,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC177847 - Northern Parula - Setophaga americana.mp3,/177847/download
273,Northern Parula (Setophaga americana),2:43,Daniel Parker,2014-05-10,08:30,United States,"Yard, Croton, New York",?,song,"bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC177843,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC177843 - Northern Parula - Setophaga americana.mp3,/177843/download
274,Northern Parula (Setophaga americana),0:09,Paul J Champlin,2013-09-18,06:30,United States,"Westport, Bristol, Massachusetts",0,flight call,"bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC147874,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,XC147874 - Northern Parula - Setophaga americana.mp3,/147874/download
275,Northern Parula (Setophaga americana),2:05,Daniel Parker,2015-05-08,09:55,United States,"Yard, Croton, New York",?,song,"bird-seen:no
playback-used:no
 [sono]",ABCDE,XC315592,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC315592 - Northern Parula - Setophaga americana.mp3,/315592/download
276,Northern Parula (Setophaga americana),0:26,Daniel Parker,2015-05-08,09:19,United States,"Yard, Croton, New York",?,song,"bird-seen:no
playback-used:no
 [sono]",ABCDE,XC315578,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC315578 - Northern Parula - Setophaga americana.mp3,/315578/download
277,Northern Parula (Setophaga americana),0:04,Dan Lane,2008-04-12,14:00,United States,"Hackberry Ridge, Cameron, Louisiana",0,call,"Natural flight calls from two birds moving through the crowns of Celtis in coastal chenier.
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC152382,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,XC152382 - Northern Parula - Setophaga americana.mp3,/152382/download
0,Mangrove Warbler (Setophaga petechia aureola),2:04,Patricio Mena Valenzuela,2022-03-12,17:46,Ecuador,Galápagos: San Cristobal: Cerro Tijereta,60,"male, song","bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC715453,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC715453 - Mangrove Warbler - Setophaga petechia aureola.mp3,/715453/download
1,Mangrove Warbler (Setophaga petechia),0:06,Mauricio Cuellar Ramirez (@Birding.travel),2022-01-09,10:00,Colombia,"Predio San Miguel - Elías, Huila",1300,song,"bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC697651,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC697651 - Mangrove Warbler - Setophaga petechia.mp3,/697651/download
2,Mangrove Warbler (Setophaga petechia aestiva),0:13,Andres Felipe Espinosa,2020-12-10,06:30,Colombia,"Ibagué, Ibagué, Tolima",1300,"adult, male, song","bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC688344,Creative Commons Attribution-ShareAlike 4.0,XC688344 - Mangrove Warbler - Setophaga petechia aestiva.mp3,/688344/download
3,Mangrove Warbler (Setophaga petechia),0:11,Alán Palacios,2021-10-04,08:00,Mexico,"El Bordo, Tlalpizahuac",2200,"call, juvenile, sex uncertain","Mic MA1LEN-23 on ZOOM H4N Pro
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC678644,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC678644 - Mangrove Warbler - Setophaga petechia.mp3,/678644/download
4,Mangrove Warbler (Setophaga petechia),0:24,Iván Lau,2019-12-16,05:32,Colombia,"El Cove, San Andrés y Providencia",10,song,"bird-seen:no
playback-used:no
 [sono]",ABCDE,XC670363,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC670363 - Mangrove Warbler - Setophaga petechia.mp3,/670363/download
5,Mangrove Warbler (Setophaga petechia rufopileata),0:33,Joost van Bruggen,2021-08-02,11:51,Netherlands,"Lake Goto, Bonaire",10,"adult, male, song","bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC669347,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC669347 - Mangrove Warbler - Setophaga petechia rufopileata.mp3,/669347/download
6,Mangrove Warbler (Setophaga petechia rufopileata),0:18,Joost van Bruggen,2021-08-02,11:41,Netherlands,"Lake Goto, Bonaire",10,"adult, alarm call, sex uncertain","bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC669346,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC669346 - Mangrove Warbler - Setophaga petechia rufopileata.mp3,/669346/download
7,Mangrove Warbler (Setophaga petechia castaneiceps),17:06,Richard E. Webster,2021-04-23,14:56,Mexico,"Laguna San Ignacio near Kuyima, Baja California Sur",2,"adult, call, male, sex uncertain, song","in short mangroves, 1-2 m; in response to playback of S. p. rhizophorae; bad wind; interval shortened at 1:01, 1:53, 2:16 from a couple of minutes later, still RPB, 6:11 at 15:14 hours, in delayed RPB but it would not be singing had there not been playback, and 11:25 from 15:18 hours, 12:08 from 15:21, and 12:56 from 15:28; different individual from the birds recorded earlier; moving back and forth regularly, when seen 0.5 to 1 m up inside 2 m mangroves;
bird-seen:yes
playback-used:yes
 [sono]",ABCDE,XC661439,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC661439 - Mangrove Warbler - Setophaga petechia castaneiceps.mp3,/661439/download
8,Mangrove Warbler (Setophaga petechia gundlachi),0:20,Nils Navarro,2021-03-16,08:30,Cuba,"Manglar, El Rosario, Puerto Esperanza, Viñales, Pinar del Río",10,"adult, call, female, male, song","female calling focussed, male singing in the background
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC632196,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC632196 - Mangrove Warbler - Setophaga petechia gundlachi.mp3,/632196/download
9,Mangrove Warbler (Setophaga petechia gundlachi),2:26,Nils Navarro,2021-03-16,08:30,Cuba,"El Rosario, Puerto Esperanza, Viñales, Pinar del Río",10,"adult, male, song","calling in a mangrove area
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC632186,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC632186 - Mangrove Warbler - Setophaga petechia gundlachi.mp3,/632186/download
10,Mangrove Warbler (Setophaga petechia aureola),0:03,Edison Ocaña,2015-12-02,13:40,Ecuador,"Camino a las Grietas, Santa Cruz, Islas Galápagos",10,"adult, male, song","bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC593347,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC593347 - Mangrove Warbler - Setophaga petechia aureola.mp3,/593347/download
11,Mangrove Warbler (Setophaga petechia gundlachi),0:02,Garry Bakker,2017-03-26,11:19,Cuba,Cayo Paredon Grande,0,song,"bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC574062,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC574062 - Mangrove Warbler - Setophaga petechia gundlachi.mp3,/574062/download
12,Mangrove Warbler (Setophaga petechia rhizophorae),0:41,Manuel Grosselet,2020-06-29,09:30,Mexico,"Salina, Sinaloa",0,"adult, male, song","bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC572426,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC572426 - Mangrove Warbler - Setophaga petechia rhizophorae.mp3,/572426/download
13,Mangrove Warbler (Setophaga petechia rhizophorae),0:40,Manuel Grosselet,2020-06-29,09:30,Mexico,"Salina, Sinaloa",0,"adult, male, song","bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC572425,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC572425 - Mangrove Warbler - Setophaga petechia rhizophorae.mp3,/572425/download
14,Mangrove Warbler (Setophaga petechia rhizophorae),1:24,Manuel Grosselet,2020-06-23,10:30,Mexico,"Ahome, Sinaloa",0,"adult, sex uncertain, song","bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC571037,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC571037 - Mangrove Warbler - Setophaga petechia rhizophorae.mp3,/571037/download
15,Mangrove Warbler (Setophaga petechia rhizophorae),0:52,Manuel Grosselet,2020-06-23,10:30,Mexico,"Ahome, Sinaloa",0,"adult, sex uncertain, song","bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC571035,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC571035 - Mangrove Warbler - Setophaga petechia rhizophorae.mp3,/571035/download
16,Mangrove Warbler (Setophaga petechia rhizophorae),0:08,Isain Contreras Rodríguez,2020-06-17,07:00,Mexico,"Topolobampo, Ahome, Sinaloa",40,song,"mic. Parabólico MA1Len 13"" enTascam-DR40x
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC569605,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC569605 - Mangrove Warbler - Setophaga petechia rhizophorae.mp3,/569605/download
17,Mangrove Warbler (Setophaga petechia rhizophorae),0:05,Isain Contreras Rodríguez,2020-06-17,07:00,Mexico,"Topolobampo, Ahome, Sinaloa",40,song,"mic. Parabólico MA1Len 13"" enTascam-DR40x
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC569604,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC569604 - Mangrove Warbler - Setophaga petechia rhizophorae.mp3,/569604/download
18,Mangrove Warbler (Setophaga petechia rhizophorae),0:17,Isain Contreras Rodríguez,2020-06-16,07:00,Mexico,"Topolobampo, Ahome, Sinaloa",40,"alarm call, bird in hand, call, juvenile","mic. Parabólico MA1Len 13"" enTascam-DR40x
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC569532,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC569532 - Mangrove Warbler - Setophaga petechia rhizophorae.mp3,/569532/download
19,Mangrove Warbler (Setophaga petechia rhizophorae),0:30,Isain Contreras Rodríguez,2020-06-16,07:00,Mexico,"Topolobampo, Ahome, Sinaloa",40,"alarm call, bird in hand, call, juvenile, male","mic. Parabólico MA1Len 13"" enTascam-DR40x
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC569531,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC569531 - Mangrove Warbler - Setophaga petechia rhizophorae.mp3,/569531/download
20,Mangrove Warbler (Setophaga petechia rhizophorae),0:03,Isain Contreras Rodríguez,2020-06-15,08:00,Mexico,"Paredones, Ahome, Sinaloa",0,song,"mic parabòlico MA1Len 13"" en Tascam DR-40X
bird-seen:no
playback-used:no
 [sono]",ABCDE,XC568813,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC568813 - Mangrove Warbler - Setophaga petechia rhizophorae.mp3,/568813/download
21,Mangrove Warbler (Setophaga petechia rhizophorae),1:39,Isain Contreras Rodríguez,2020-06-09,07:00,Mexico,"Topolobampo, Ahome, Sinaloa",40,"alarm call, bird in hand, juvenile","mic. parabólico MA1Len 13"" en Tascam DR-40X
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC566841,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC566841 - Mangrove Warbler - Setophaga petechia rhizophorae.mp3,/566841/download
22,Mangrove Warbler (Setophaga petechia rhizophorae),0:07,Isain Contreras Rodríguez,2020-06-03,07:00,Mexico,"Topolobampo, Ahome, Sinaloa",40,"adult, call","mic. parabólico MA1Len 13"" en Tascam DR-40X
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC564962,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC564962 - Mangrove Warbler - Setophaga petechia rhizophorae.mp3,/564962/download
23,Mangrove Warbler (Setophaga petechia rhizophorae),0:02,Isain Contreras Rodríguez,2020-06-03,07:00,Mexico,"Topolobampo, Ahome, Sinaloa",40,"adult, call, male","mic. parabólico MA1Len 13"" en Tascam DR-40X
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC564916,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC564916 - Mangrove Warbler - Setophaga petechia rhizophorae.mp3,/564916/download
24,Mangrove Warbler (Setophaga petechia rhizophorae),0:35,Isain Contreras Rodríguez,2020-05-12,09:30,Mexico,"Topolobampo, Ahome, Sinaloa",40,"adult, call, male","recforgeII en moto g5 plus
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC558122,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC558122 - Mangrove Warbler - Setophaga petechia rhizophorae.mp3,/558122/download
25,Mangrove Warbler (Setophaga petechia rhizophorae),0:16,Isain Contreras Rodríguez,2020-04-18,09:00,Mexico,"Paredones, Ahome, Sinaloa",0,"adult, male, song","mic parabólico MA1Len 13"" en grabadora Tascam DR-40X
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC547299,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC547299 - Mangrove Warbler - Setophaga petechia rhizophorae.mp3,/547299/download
26,Mangrove Warbler (Setophaga petechia),0:21,Manuel Grosselet,2020-01-08,08:30,Mexico,"Topolobampo, Ahome, Sinaloa",0,call,"bird calling in studio
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC518552,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC518552 - Mangrove Warbler - Setophaga petechia.mp3,/518552/download
27,Mangrove Warbler (Setophaga petechia),2:13,Manuel Grosselet,2020-01-08,11:30,Mexico,"Topolobampo, Ahome, Sinaloa",0,"adult, call, male","bird calling in studio
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC518551,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC518551 - Mangrove Warbler - Setophaga petechia.mp3,/518551/download
28,Mangrove Warbler (Setophaga petechia),0:02,Manuel Grosselet,2020-01-08,09:00,Mexico,"Topolobampo, Ahome, Sinaloa",0,call,"bird calling in studio
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC518550,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC518550 - Mangrove Warbler - Setophaga petechia.mp3,/518550/download
29,Mangrove Warbler (Setophaga petechia),1:57,Manuel Grosselet,2020-01-08,09:00,Mexico,"Topolobampo, Ahome, Sinaloa",0,"call, male","bird calling in studio
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC518549,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC518549 - Mangrove Warbler - Setophaga petechia.mp3,/518549/download
30,Mangrove Warbler (Setophaga petechia),0:00,Manuel Grosselet,2020-01-08,12:00,Mexico,"Topolobampo, Ahome, Sinaloa",0,"call, male","bird calling in studio
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC518548,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC518548 - Mangrove Warbler - Setophaga petechia.mp3,/518548/download
31,Mangrove Warbler (Setophaga petechia),1:42,Esau Toaki Villarreal,2019-12-31,08:00,Mexico,"Sisal, Hunucmá, Yucatán",0,"adult, male, song","Recorder microphone parabolic Ornitronik 23"" and Zoom F4
  [also]
[sono]",ABCDE,XC516175,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC516175 - Mangrove Warbler - Setophaga petechia.mp3,/516175/download
32,Mangrove Warbler (Setophaga petechia petechia),0:04,David Darrell-Lambert,2019-08-30,07:00,Barbados,"Durants, Saint James",20,song,"bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC495846,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC495846 - Mangrove Warbler - Setophaga petechia petechia.mp3,/495846/download
33,Mangrove Warbler (Setophaga petechia petechia),0:17,David Darrell-Lambert,2019-08-30,07:00,Barbados,"Durants, Saint James",20,song,"bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC495845,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC495845 - Mangrove Warbler - Setophaga petechia petechia.mp3,/495845/download
