,Common name / Scientific,Length,Recordist,Date,Time,Country,Location,Elev. (m),Type,Remarks,Actions,Cat.nr.,copyright,filename,download url,file_location
1797,Eurasian Collared Dove (Streptopelia decaocto),1:56,david m,2012-03-01,06:35,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",80,"call, flight call, male","Collared dove soundscape ... unfiltered ... parabolic ... and some ones central heating ...
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC165581,Creative Commons Attribution-NonCommercial-NoDerivs 3.0,XC165581 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/165581/download,./nips/data/XC165581 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1798,Eurasian Collared Dove (Streptopelia decaocto),0:10,Ted Floyd,2014-01-24,00:00,United States,"Lafayette, Boulder, Colorado",1600,call,"The birds have just finished copulation. One or both birds call loudly, then you can hear the faint sound of their wings as they fly off.
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC165397,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,XC165397 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/165397/download,./nips/data/XC165397 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1799,Eurasian Collared Dove (Streptopelia decaocto),0:03,José Carlos Sires,2014-01-15,?,Spain,"lora del río, sevilla, andalucía",?,flight call,"Flying calls. mediterranean mixed forest with bush too. Llamadas de vuelo. Por desgracia el animal estaba demasiado lejos de mí y no pude captar mejor el sonido. Bosque mediterráneo de olivos, pinos y encinas juntos con matorral abundante de mirto, jara y otras especies.
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC165045,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,XC165045 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/165045/download,./nips/data/XC165045 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1800,Eurasian Collared Dove (Streptopelia decaocto),0:32,Ian Cruickshank,2013-05-11,07:55,Canada,"Chaplin, SK",,song and calls including whirr given while landing,"Recorded on a Marantz PMD661 recorder using a Sennheiser ME66 microphone.
playback-used:no
 [sono]",ABCDE,XC160401,Creative Commons Attribution-NonCommercial-NoDerivs 3.0,XC160401 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/160401/download,./nips/data/XC160401 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1801,Eurasian Collared Dove (Streptopelia decaocto),0:08,Ian Cruickshank,2013-05-11,07:49,Canada,"Chaplin, SK",670,song,"Recorded on a Marantz PMD661 recorder using a Sennheiser ME66 microphone.
playback-used:no
 [sono]",ABCDE,XC160400,Creative Commons Attribution-NonCommercial-NoDerivs 3.0,XC160400 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/160400/download,./nips/data/XC160400 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1802,Eurasian Collared Dove (Streptopelia decaocto),0:17,Ian Cruickshank,2013-03-30,07:12,Canada,"Martindale Flats, Central Saanich, Vancouver Island, BC",,song,"2-noted song
Recorded on a Marantz PMD661 recorder using a Sennheiser ME66 microphone.
playback-used:no
 [sono]",ABCDE,XC160085,Creative Commons Attribution-NonCommercial-NoDerivs 3.0,XC160085 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/160085/download,./nips/data/XC160085 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1803,Eurasian Collared Dove (Streptopelia decaocto decaocto),0:19,Daniel Parker,2011-04-19,10:00,Israel,"Hula Valley Nature Preserve, HaZafon",?,song,"bird-seen:no
playback-used:no
 [sono]",ABCDE,XC155905,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,XC155905 - Eurasian Collared Dove - Streptopelia decaocto decaocto.mp3,/155905/download,./nips/data/XC155905 - Eurasian Collared Dove - Streptopelia decaocto decaocto.mp3
1804,Eurasian Collared Dove (Streptopelia decaocto decaocto),0:23,Daniel Parker,2011-04-19,7:00,Israel,"Hula Valley Nature Preserve, HaZafon",?,song,"bird-seen:no
playback-used:no
 [sono]",ABCDE,XC155904,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,XC155904 - Eurasian Collared Dove - Streptopelia decaocto decaocto.mp3,/155904/download,./nips/data/XC155904 - Eurasian Collared Dove - Streptopelia decaocto decaocto.mp3
1805,Eurasian Collared Dove (Streptopelia decaocto xanthocycla),0:03,Johannes Fischer,2013-07-26,07:00,Myanmar,"New Bagan, Nyaung-U, Mandalay Region",70,"call, song","bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC144158,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,XC144158 - Eurasian Collared Dove - Streptopelia decaocto xanthocycla.mp3,/144158/download,./nips/data/XC144158 - Eurasian Collared Dove - Streptopelia decaocto xanthocycla.mp3
1806,Eurasian Collared Dove (Streptopelia decaocto),0:01,Mike Nelson,2013-05-11,07:00,United Kingdom,"Blackness, Falkirk, Scotland",0,call,"Given in flight from one tree to another.
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC133854,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,XC133854 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/133854/download,./nips/data/XC133854 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1807,Eurasian Collared Dove (Streptopelia decaocto),0:14,Jonathon Jongsma,2011-07-03,07:08,United States,"Dordt College Campus, Sioux, Iowa",425,song,"singing atop chapel building on college campus
 ID has been discussed and resolved. See the forum. [also]
[sono]",ABCDE,XC82758,Creative Commons Attribution-ShareAlike 3.0,XC82758 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/82758/download,./nips/data/XC82758 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1808,Eurasian Collared Dove (Streptopelia decaocto),2:19,Richard E Webster,2006-05-07,07:15,Mexico,"El Rosario, Baja California",0,"song,call","[also]
[sono]",ABCDE,XC71802,Creative Commons Attribution-NonCommercial-NoDerivs 2.5,XC71802 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/71802/download,./nips/data/XC71802 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1809,Eurasian Collared Dove (Streptopelia decaocto decaocto),0:15,Stuart Fisher,2006-01-00,?,United Kingdom,"Old Woking, Surrey, England",15,calls in flight and wing whistle,[sono],ABCDE,XC25931,Creative Commons Attribution-NonCommercial-NoDerivs 2.5,XC25931 - Eurasian Collared Dove - Streptopelia decaocto decaocto.mp3,/25931/download,./nips/data/XC25931 - Eurasian Collared Dove - Streptopelia decaocto decaocto.mp3
1810,Eurasian Collared Dove (Streptopelia decaocto),0:07,Anders Lönning,2022-07-08,09:30,Sweden,"Söder Gävle, Gävle Municipality, Gävleborgs län",10,song,"bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC736416,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC736416 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/736416/download,./nips/data/XC736416 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1811,Eurasian Collared Dove (Streptopelia decaocto),0:42,david m,2021-03-20,07:24,United Kingdom,"Ryedale District, (near Helperthorpe), North Yorkshire, England",80,"adult, call, sex uncertain","Collared dove call ... xlr SASS to Zoom H5 ... unattended extended recording ... background noise ...
bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC638564,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC638564 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/638564/download,./nips/data/XC638564 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1812,Eurasian Collared Dove (Streptopelia decaocto),0:05,Jon Sparshott,2021-04-11,07:20,United Kingdom,"Ventnor, Isle of Wight, England",50,"adult, flight call","bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC638242,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC638242 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/638242/download,./nips/data/XC638242 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1813,Eurasian Collared Dove (Streptopelia decaocto),0:12,Karol Łanocha,2021-02-23,15:09,Poland,"Gmina Kęty (near  Kęty), Powiat oświęcimski, Małopolskie",280,"call, song","bird-seen:no
playback-used:no
 [sono]",ABCDE,XC625590,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC625590 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/625590/download,./nips/data/XC625590 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1814,Eurasian Collared Dove (Streptopelia decaocto decaocto),4:38,david m,2021-02-11,09:17,United Kingdom,"Ryedale District ,(near Helperthorpe), North Yorkshire, England",80,"adult, call, flight call, sex uncertain, song, wing beats","Collared dove call ... audiomoth ... taken from extended recording ... background noise ... mono recording ...
bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC621288,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC621288 - Eurasian Collared Dove - Streptopelia decaocto decaocto.mp3,/621288/download,./nips/data/XC621288 - Eurasian Collared Dove - Streptopelia decaocto decaocto.mp3
1815,Eurasian Collared Dove (Streptopelia decaocto),2:06,Georg Amann,2018-09-05,?,Austria,"Bludenz, Vorarlberg",550,"begging call, juvenile","1 juvenile sitting in a tree + 2 other individuals seen, in a town, so there is much noise
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC618519,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC618519 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/618519/download,./nips/data/XC618519 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1816,Eurasian Collared Dove (Streptopelia decaocto),0:30,Sidney M,2020-06-11,11:30,Spain,"Baix Camp (near  Cambrils), Tarragona, Catalunya",0,"call, subsong",[sono],ABCDE,XC567365,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC567365 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/567365/download,./nips/data/XC567365 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1817,Eurasian Collared Dove (Streptopelia decaocto),0:18,Pentti Korhonen,2020-05-20,14:30,Sweden,"Fagersta, Fagersta Municipality, Västmanlands län",90,"adult, male, song","bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC559917,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC559917 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/559917/download,./nips/data/XC559917 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1818,Eurasian Collared Dove (Streptopelia decaocto),2:46,david m,2020-04-29,06:22,United Kingdom,"Ryedale District ,(near Helperthorpe), North Yorkshire, England",80,"adult, call, flight call, sex uncertain, wing beats","Collared dove call ... xlr SASS on tripod to Zoom H5 ... not filtered ... background noise ... taken from extended recording ...
bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC552788,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC552788 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/552788/download,./nips/data/XC552788 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1819,Eurasian Collared Dove (Streptopelia decaocto),3:26,david m,2020-04-29,06:15,United Kingdom,"Ryedale District ,(near Helperthorpe), North Yorkshire, England",80,"adult, call, sex uncertain","Collared dove call ... xlr SASS on tripod to Zoom H5 ... not filtered ... background noise ... taken from extended recording ...
bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC552787,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC552787 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/552787/download,./nips/data/XC552787 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1820,Eurasian Collared Dove (Streptopelia decaocto),1:06,david m,2020-04-29,06:01,United Kingdom,"Ryedale District ,(near Helperthorpe), North Yorkshire, England",80,"adult, call, sex uncertain","Collared dove call ... xlr SASS on tripod to Zoom H5 ... not filtered ... background noise ... taken from extended recording ...
bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC552785,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC552785 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/552785/download,./nips/data/XC552785 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1821,Eurasian Collared Dove (Streptopelia decaocto),0:13,david m,2020-03-01,08:24,United Kingdom,"Ryedale District, (near Helperthorpe), North Yorkshire, England",80,"adult, call, sex uncertain, wing beats","Collared dove call ... Zoom H5 and MS mic ... not filtered ... background noise ... taken from extended recording ... recorded close to nest site in an old shed ... bird in nest area ... another bird outside ...
bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC531482,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC531482 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/531482/download,./nips/data/XC531482 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1822,Eurasian Collared Dove (Streptopelia decaocto decaocto),1:31,david m,2020-01-10,08:11,United Kingdom,"Ryedale District ,(near Helperthorpe), North Yorkshire, England",80,"adult, call, sex uncertain, song","Collared dove song ... SASS ... not filtered ... background noise ...
bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC520071,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC520071 - Eurasian Collared Dove - Streptopelia decaocto decaocto.mp3,/520071/download,./nips/data/XC520071 - Eurasian Collared Dove - Streptopelia decaocto decaocto.mp3
1823,Eurasian Collared Dove (Streptopelia decaocto decaocto),0:27,Ruslan Mazuryk,2019-06-03,18:02,Ukraine,"Toky, Pidvolochys'kyi district, Ternopil's'ka oblast",?,"male, song","bird-seen:no
  [also]
[sono]",ABCDE,XC481110,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC481110 - Eurasian Collared Dove - Streptopelia decaocto decaocto.mp3,/481110/download,./nips/data/XC481110 - Eurasian Collared Dove - Streptopelia decaocto decaocto.mp3
1824,Eurasian Collared Dove (Streptopelia decaocto),0:04,Daniel Parker,2018-08-18,11:00,Ireland,"Ennis, County Clare",?,wing whistle,"Wing whistles from a tame pair that regularly visits the house where we were staying.
bird-seen:no
playback-used:no
 [sono]",ABCDE,XC479172,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC479172 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/479172/download,./nips/data/XC479172 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1825,Eurasian Collared Dove (Streptopelia decaocto),0:07,Nelson Conceição,2019-05-10,19:05,Portugal,"Santa Maria (near  Tavira), Tavira, Faro",10,song,"Recorder: Zoom H1n.
Editing: Audacity (High-pass filter, sound normalized to -3db).
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC474801,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC474801 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/474801/download,./nips/data/XC474801 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1826,Eurasian Collared Dove (Streptopelia decaocto),4:34,johannes buhl,2019-04-17,08:00,Germany,Bobingen / Schwettinger  -in  Bayern,516,call,"village-habitat ...in house settlement  near farmland
place: (( KUSApoleEASTsettlemenKIDS-AT ))
bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC467636,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC467636 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/467636/download,./nips/data/XC467636 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1827,Eurasian Collared Dove (Streptopelia decaocto),1:25,david m,2019-03-02,07:21,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",80,"call, song","Collared dove song ... call ... not filtered ... pre-amplified mics in SASS ... background noise ... taken from extended recording ...
bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC459960,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC459960 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/459960/download,./nips/data/XC459960 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1828,Eurasian Collared Dove (Streptopelia decaocto decaocto),0:23,Ruslan Mazuryk,2018-04-03,17:43,Ukraine,"Toky, Pidvolochys'kyi district, Ternopil's'ka oblast",?,"flight call, song","bird-seen:yes
  [also]
[sono]",ABCDE,XC409371,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC409371 - Eurasian Collared Dove - Streptopelia decaocto decaocto.mp3,/409371/download,./nips/data/XC409371 - Eurasian Collared Dove - Streptopelia decaocto decaocto.mp3
1829,Eurasian Collared Dove (Streptopelia decaocto),0:42,david m,2017-04-01,06:44,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",80,wing beats,"Collared dove wing beats ... not filtered ... parabolic ... background noise ... pair showing affection ...
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC383395,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC383395 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/383395/download,./nips/data/XC383395 - Eurasian Collared Dove - Streptopelia decaocto.mp3
1830,Eurasian Collared Dove (Streptopelia decaocto),0:14,Roberto Mucchiutti,2017-06-12,17:30,Italy,"Verona, Provincia di Verona, Veneto",80,song,"bird-seen:no
 [sono]",ABCDE,XC375391,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC375391 - Eurasian Collared Dove - Streptopelia decaocto.mp3,/375391/download,./nips/data/XC375391 - Eurasian Collared Dove - Streptopelia decaocto.mp3
